Country Name,Indicator Name,Year,Value
"Micronesia, Fed. Sts.",Gross savings (% of GDP),2005,0
"Micronesia, Fed. Sts.",Total natural resources rents (% of GDP),2005,0.010136271
Moldova,Agricultural raw materials imports (% of merchandise imports),2005,3.993994665
Moldova,Agricultural raw materials exports (% of merchandise exports),2005,0.726608683
Moldova,Gross savings (% of GDP),2005,22.90289436
Moldova,Total natural resources rents (% of GDP),2005,0.192526416
Monaco,Agricultural raw materials imports (% of merchandise imports),2005,0
Monaco,Agricultural raw materials exports (% of merchandise exports),2005,0
Monaco,Gross savings (% of GDP),2005,0
Monaco,Total natural resources rents (% of GDP),2005,0
Mongolia,Agricultural raw materials imports (% of merchandise imports),2005,0.447882241
Mongolia,Agricultural raw materials exports (% of merchandise exports),2005,9.421908843
Mongolia,Gross savings (% of GDP),2005,39.55757389
Mongolia,Total natural resources rents (% of GDP),2005,16.71101477
Montenegro,Agricultural raw materials imports (% of merchandise imports),2005,0
Montenegro,Agricultural raw materials exports (% of merchandise exports),2005,0
Montenegro,Gross savings (% of GDP),2005,0
Montenegro,Total natural resources rents (% of GDP),2005,0.642865792
Morocco,Agricultural raw materials imports (% of merchandise imports),2005,2.781987542
Morocco,Agricultural raw materials exports (% of merchandise exports),2005,1.83425311
Morocco,Gross savings (% of GDP),2005,32.38592333
Morocco,Total natural resources rents (% of GDP),2005,0.736055338
Mozambique,Agricultural raw materials imports (% of merchandise imports),2005,0.972724135
Mozambique,Agricultural raw materials exports (% of merchandise exports),2005,5.104271147
Mozambique,Gross savings (% of GDP),2005,8.607678123
Mozambique,Total natural resources rents (% of GDP),2005,8.092922157
Myanmar,Agricultural raw materials imports (% of merchandise imports),2005,0
Myanmar,Agricultural raw materials exports (% of merchandise exports),2005,0
Myanmar,Gross savings (% of GDP),2005,0
Myanmar,Total natural resources rents (% of GDP),2005,12.8992949
Namibia,Agricultural raw materials imports (% of merchandise imports),2005,0.722733005
Namibia,Agricultural raw materials exports (% of merchandise exports),2005,0.710402331
Namibia,Gross savings (% of GDP),2005,30.49307701
Namibia,Total natural resources rents (% of GDP),2005,1.202854676
Nauru,Agricultural raw materials imports (% of merchandise imports),2005,0
Nauru,Agricultural raw materials exports (% of merchandise exports),2005,0
Nauru,Gross savings (% of GDP),2005,0
Nauru,Total natural resources rents (% of GDP),2005,0
Nepal,Agricultural raw materials imports (% of merchandise imports),2005,0
Nepal,Agricultural raw materials exports (% of merchandise exports),2005,0
Nepal,Gross savings (% of GDP),2005,30.68571741
Nepal,Total natural resources rents (% of GDP),2005,0.792668054
Netherlands,Agricultural raw materials imports (% of merchandise imports),2005,1.498523463
Netherlands,Agricultural raw materials exports (% of merchandise exports),2005,2.768937715
Netherlands,Gross savings (% of GDP),2005,25.70138048
Netherlands,Total natural resources rents (% of GDP),2005,0.437144763
New Caledonia,Agricultural raw materials imports (% of merchandise imports),2005,0.813008954
New Caledonia,Agricultural raw materials exports (% of merchandise exports),2005,0.095304659
New Caledonia,Gross savings (% of GDP),2005,0
New Caledonia,Total natural resources rents (% of GDP),2005,0
New Zealand,Agricultural raw materials imports (% of merchandise imports),2005,0.785640734
New Zealand,Agricultural raw materials exports (% of merchandise exports),2005,10.73496068
New Zealand,Gross savings (% of GDP),2005,17.69092917
New Zealand,Total natural resources rents (% of GDP),2005,1.114838468
Nicaragua,Agricultural raw materials imports (% of merchandise imports),2005,0.50494048
Nicaragua,Agricultural raw materials exports (% of merchandise exports),2005,2.141529044
Nicaragua,Gross savings (% of GDP),2005,14.21292087
Nicaragua,Total natural resources rents (% of GDP),2005,1.094831732
Niger,Agricultural raw materials imports (% of merchandise imports),2005,4.019779353
Niger,Agricultural raw materials exports (% of merchandise exports),2005,4.311611665
Niger,Gross savings (% of GDP),2005,20.21280067
Niger,Total natural resources rents (% of GDP),2005,7.15188618
Nigeria,Agricultural raw materials imports (% of merchandise imports),2005,0
Nigeria,Agricultural raw materials exports (% of merchandise exports),2005,0
Nigeria,Gross savings (% of GDP),2005,36.21164488
Nigeria,Total natural resources rents (% of GDP),2005,20.52187035
North Macedonia,Agricultural raw materials imports (% of merchandise imports),2005,1.313973901
North Macedonia,Agricultural raw materials exports (% of merchandise exports),2005,0.781690458
North Macedonia,Gross savings (% of GDP),2005,18.55226988
North Macedonia,Total natural resources rents (% of GDP),2005,1.043128102
Northern Mariana Islands,Agricultural raw materials imports (% of merchandise imports),2005,0
Northern Mariana Islands,Agricultural raw materials exports (% of merchandise exports),2005,0
Northern Mariana Islands,Gross savings (% of GDP),2005,0
Northern Mariana Islands,Total natural resources rents (% of GDP),2005,0
Norway,Agricultural raw materials imports (% of merchandise imports),2005,1.862771076
Norway,Agricultural raw materials exports (% of merchandise exports),2005,0.496256711
Norway,Gross savings (% of GDP),2005,38.86342249
Norway,Total natural resources rents (% of GDP),2005,10.5465186
Oman,Agricultural raw materials imports (% of merchandise imports),2005,0.498449216
Oman,Agricultural raw materials exports (% of merchandise exports),2005,0.005961487
Oman,Gross savings (% of GDP),2005,38.09239622
Oman,Total natural resources rents (% of GDP),2005,46.78585853
Pakistan,Agricultural raw materials imports (% of merchandise imports),2005,4.191612782
Pakistan,Agricultural raw materials exports (% of merchandise exports),2005,1.494823878
Pakistan,Gross savings (% of GDP),2005,19.76342243
Pakistan,Total natural resources rents (% of GDP),2005,2.107800394
Palau,Agricultural raw materials imports (% of merchandise imports),2005,0
Palau,Agricultural raw materials exports (% of merchandise exports),2005,0
Palau,Gross savings (% of GDP),2005,0
Palau,Total natural resources rents (% of GDP),2005,0
Panama,Agricultural raw materials imports (% of merchandise imports),2005,0.523024732
Panama,Agricultural raw materials exports (% of merchandise exports),2005,0.753844201
Panama,Gross savings (% of GDP),2005,17.20821984
Panama,Total natural resources rents (% of GDP),2005,0.097221788
Papua New Guinea,Agricultural raw materials imports (% of merchandise imports),2005,0
Papua New Guinea,Agricultural raw materials exports (% of merchandise exports),2005,0
Papua New Guinea,Gross savings (% of GDP),2005,0
Papua New Guinea,Total natural resources rents (% of GDP),2005,29.22165329
Paraguay,Agricultural raw materials imports (% of merchandise imports),2005,0.784443106
Paraguay,Agricultural raw materials exports (% of merchandise exports),2005,4.705207174
Paraguay,Gross savings (% of GDP),2005,20.35461853
Paraguay,Total natural resources rents (% of GDP),2005,1.565309778
Peru,Agricultural raw materials imports (% of merchandise imports),2005,1.77877402
Peru,Agricultural raw materials exports (% of merchandise exports),2005,1.46868791
Peru,Gross savings (% of GDP),2005,19.74207343
Peru,Total natural resources rents (% of GDP),2005,7.837288531
Philippines,Agricultural raw materials imports (% of merchandise imports),2005,0.866396443
Philippines,Agricultural raw materials exports (% of merchandise exports),2005,0.544450223
Philippines,Gross savings (% of GDP),2005,37.77145667
Philippines,Total natural resources rents (% of GDP),2005,0.930518214
Poland,Agricultural raw materials imports (% of merchandise imports),2005,1.848029447
Poland,Agricultural raw materials exports (% of merchandise exports),2005,1.187954697
Poland,Gross savings (% of GDP),2005,16.88105035
Poland,Total natural resources rents (% of GDP),2005,1.181092835
Portugal,Agricultural raw materials imports (% of merchandise imports),2005,1.628044287
Portugal,Agricultural raw materials exports (% of merchandise exports),2005,2.716338909
Portugal,Gross savings (% of GDP),2005,13.69373798
Portugal,Total natural resources rents (% of GDP),2005,0.164345519
Puerto Rico,Agricultural raw materials imports (% of merchandise imports),2005,0
Puerto Rico,Agricultural raw materials exports (% of merchandise exports),2005,0
Puerto Rico,Gross savings (% of GDP),2005,0
Puerto Rico,Total natural resources rents (% of GDP),2005,0
Qatar,Agricultural raw materials imports (% of merchandise imports),2005,0.722541672
Qatar,Agricultural raw materials exports (% of merchandise exports),2005,0.005523339
Qatar,Gross savings (% of GDP),2005,0
Qatar,Total natural resources rents (% of GDP),2005,43.09699057
Romania,Agricultural raw materials imports (% of merchandise imports),2005,1.04055403
Romania,Agricultural raw materials exports (% of merchandise exports),2005,2.293847296
Romania,Gross savings (% of GDP),2005,14.21932845
Romania,Total natural resources rents (% of GDP),2005,2.033533111
Russian Federation,Agricultural raw materials imports (% of merchandise imports),2005,0.996454098
Russian Federation,Agricultural raw materials exports (% of merchandise exports),2005,2.801990524
Russian Federation,Gross savings (% of GDP),2005,30.54657714
Russian Federation,Total natural resources rents (% of GDP),2005,17.81082566
Rwanda,Agricultural raw materials imports (% of merchandise imports),2005,2.400021251
Rwanda,Agricultural raw materials exports (% of merchandise exports),2005,4.685912328
Rwanda,Gross savings (% of GDP),2005,0
Rwanda,Total natural resources rents (% of GDP),2005,5.906192674
Samoa,Agricultural raw materials imports (% of merchandise imports),2005,2.094130568
Samoa,Agricultural raw materials exports (% of merchandise exports),2005,0.694569941
Samoa,Gross savings (% of GDP),2005,0
Samoa,Total natural resources rents (% of GDP),2005,0.30967178
San Marino,Agricultural raw materials imports (% of merchandise imports),2005,0
San Marino,Agricultural raw materials exports (% of merchandise exports),2005,0
San Marino,Gross savings (% of GDP),2005,0
San Marino,Total natural resources rents (% of GDP),2005,0
Sao Tome and Principe,Agricultural raw materials imports (% of merchandise imports),2005,0.864944857
Sao Tome and Principe,Agricultural raw materials exports (% of merchandise exports),2005,0.470382995
Sao Tome and Principe,Gross savings (% of GDP),2005,0
Sao Tome and Principe,Total natural resources rents (% of GDP),2005,2.723903153
Saudi Arabia,Agricultural raw materials imports (% of merchandise imports),2005,0.689612738
Saudi Arabia,Agricultural raw materials exports (% of merchandise exports),2005,0.05512466
Saudi Arabia,Gross savings (% of GDP),2005,48.65310796
Saudi Arabia,Total natural resources rents (% of GDP),2005,52.32620424
Senegal,Agricultural raw materials imports (% of merchandise imports),2005,1.62625595
Senegal,Agricultural raw materials exports (% of merchandise exports),2005,2.105164539
Senegal,Gross savings (% of GDP),2005,15.31846417
Senegal,Total natural resources rents (% of GDP),2005,1.978484386
Serbia,Agricultural raw materials imports (% of merchandise imports),2005,1.484974226
Serbia,Agricultural raw materials exports (% of merchandise exports),2005,2.971686708
Serbia,Gross savings (% of GDP),2005,0
Serbia,Total natural resources rents (% of GDP),2005,1.243971099
Seychelles,Agricultural raw materials imports (% of merchandise imports),2005,1.055531893
Seychelles,Agricultural raw materials exports (% of merchandise exports),2005,0
Seychelles,Gross savings (% of GDP),2005,0
Seychelles,Total natural resources rents (% of GDP),2005,0.090851853
Sierra Leone,Agricultural raw materials imports (% of merchandise imports),2005,0
Sierra Leone,Agricultural raw materials exports (% of merchandise exports),2005,0
Sierra Leone,Gross savings (% of GDP),2005,6.956541836
Sierra Leone,Total natural resources rents (% of GDP),2005,9.808551805
Singapore,Agricultural raw materials imports (% of merchandise imports),2005,0.377377204
Singapore,Agricultural raw materials exports (% of merchandise exports),2005,0.322083679
Singapore,Gross savings (% of GDP),2005,43.62663976
Singapore,Total natural resources rents (% of GDP),2005,0.000311137
Sint Maarten (Dutch part),Agricultural raw materials imports (% of merchandise imports),2005,0
Sint Maarten (Dutch part),Agricultural raw materials exports (% of merchandise exports),2005,0
Sint Maarten (Dutch part),Gross savings (% of GDP),2005,0
Sint Maarten (Dutch part),Total natural resources rents (% of GDP),2005,0
Slovak Republic,Agricultural raw materials imports (% of merchandise imports),2005,1.272853261
Slovak Republic,Agricultural raw materials exports (% of merchandise exports),2005,1.778283369
Slovak Republic,Gross savings (% of GDP),2005,23.57730435
Slovak Republic,Total natural resources rents (% of GDP),2005,0.322101729
